id,title,genres,overview,image
8074,Highschool of the Dead,"Action, Ecchi, Gore, Horror, Shounen, Survival, Suspense","Genres: Action, Ecchi, Gore, Horror, Shounen, Survival, Suspense. Studio: Madhouse. Rating: 7.06",https://cdn.myanimelist.net/images/anime/11/78311.jpg
10087,Fate/Zero,"Action, Fantasy, Urban Fantasy","Genres: Action, Fantasy, Urban Fantasy. Studio: ufotable. Rating: 8.26",https://cdn.myanimelist.net/images/anime/1887/117644.webp
39535,Mushoku Tensei: Isekai Ittara Honki Dasu,"Adventure, Drama, Ecchi, Fantasy, Isekai, Reincarnation","Genres: Adventure, Drama, Ecchi, Fantasy, Isekai, Reincarnation. Studio: Studio Bind. Rating: 8.32",https://cdn.myanimelist.net/images/anime/1530/117776.jpg
48583,Shingeki no Kyojin: The Final Season Part 2,"Action, Drama, Gore, Military, Shounen, Survival, Suspense","Genres: Action, Drama, Gore, Military, Shounen, Survival, Suspense. Studio: MAPPA. Rating: 8.78",https://cdn.myanimelist.net/images/anime/1948/120625.jpg
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"Comedy, Love Polygon, Romance, School","Genres: Comedy, Love Polygon, Romance, School. Studio: Brain's Base. Rating: 8.0",https://cdn.myanimelist.net/images/anime/1786/120117.jpg
30654,Ansatsu Kyoushitsu 2nd Season,"Action, Comedy, School, Shounen","Genres: Action, Comedy, School, Shounen. Studio: Lerche. Rating: 8.47",https://cdn.myanimelist.net/images/anime/8/77966.jpg
28891,Haikyuu!! Second Season,"School, Shounen, Sports, Team Sports","Genres: School, Shounen, Sports, Team Sports. Studio: Production I.G. Rating: 8.61",https://cdn.myanimelist.net/images/anime/9/76662.jpg
34599,Made in Abyss,"Adventure, Drama, Fantasy, Gore, Mystery, Sci-Fi","Genres: Adventure, Drama, Fantasy, Gore, Mystery, Sci-Fi. Studio: Kinema Citrus. Rating: 8.62",https://cdn.myanimelist.net/images/anime/6/86733.webp
31478,Bungou Stray Dogs,"Action, Adult Cast, Detective, Mystery, Organized Crime, Seinen, Super Power","Genres: Action, Adult Cast, Detective, Mystery, Organized Crime, Seinen, Super Power. Studio: Bones. Rating: 7.8",https://cdn.myanimelist.net/images/anime/3/79409.webp
121,Fullmetal Alchemist,"Action, Adventure, Award Winning, Drama, Fantasy, Military, Shounen","Genres: Action, Adventure, Award Winning, Drama, Fantasy, Military, Shounen. Studio: Bones. Rating: 8.12",https://cdn.myanimelist.net/images/anime/10/75815.webp
38671,Enen no Shouboutai,"Action, Fantasy, Sci-Fi, Shounen, Urban Fantasy","Genres: Action, Fantasy, Sci-Fi, Shounen, Urban Fantasy. Studio: David Production. Rating: 7.72",https://cdn.myanimelist.net/images/anime/1664/103275.jpg
30503,Noragami Aragoto,"Action, Mythology, Shounen, Supernatural","Genres: Action, Mythology, Shounen, Supernatural. Studio: Bones. Rating: 8.14",https://cdn.myanimelist.net/images/anime/1689/94850.webp
11617,High School DxD,"Action, Comedy, Ecchi, Harem, Mythology, Romance, School, Supernatural","Genres: Action, Comedy, Ecchi, Harem, Mythology, Romance, School, Supernatural. Studio: TNK. Rating: 7.31",https://cdn.myanimelist.net/images/anime/1331/111940.webp
2167,Clannad,"Drama, Romance, School","Genres: Drama, Romance, School. Studio: Kyoto Animation. Rating: 7.99",https://cdn.myanimelist.net/images/anime/1804/95033.webp
40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,"Comedy, Romance, School, Seinen","Genres: Comedy, Romance, School, Seinen. Studio: A-1 Pictures. Rating: 8.61",https://cdn.myanimelist.net/images/anime/1764/106659.jpg
431,Howl no Ugoku Shiro,"Adventure, Award Winning, Drama, Fantasy, Romance","Genres: Adventure, Award Winning, Drama, Fantasy, Romance. Studio: Studio Ghibli. Rating: 8.67",https://cdn.myanimelist.net/images/anime/1470/138723.webp
52991,Sousou no Frieren,"Adventure, Award Winning, Drama, Fantasy, Shounen","Genres: Adventure, Award Winning, Drama, Fantasy, Shounen. Studio: Madhouse. Rating: 9.25",https://cdn.myanimelist.net/images/anime/1015/138006.jpg
5081,Bakemonogatari,"Mystery, Romance, Supernatural, Vampire","Genres: Mystery, Romance, Supernatural, Vampire. Studio: Shaft. Rating: 8.32",https://cdn.myanimelist.net/images/anime/11/75274.webp
6746,Durarara!!,"Action, Mystery, Supernatural","Genres: Action, Mystery, Supernatural. Studio: Brain's Base. Rating: 8.09",https://cdn.myanimelist.net/images/anime/10/71772.webp
35507,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,"Drama, Psychological, School, Suspense","Genres: Drama, Psychological, School, Suspense. Studio: Lerche. Rating: 7.82",https://cdn.myanimelist.net/images/anime/5/86830.jpg
12189,Hyouka,"Mystery, School, Slice of Life","Genres: Mystery, School, Slice of Life. Studio: Kyoto Animation. Rating: 8.04",https://cdn.myanimelist.net/images/anime/13/50521.jpg
14741,Chuunibyou demo Koi ga Shitai!,"Comedy, Romance, School","Genres: Comedy, Romance, School. Studio: Kyoto Animation. Rating: 7.7",https://cdn.myanimelist.net/images/anime/1905/142840.jpg
26243,Owari no Seraph,"Action, Drama, Fantasy, Military, Shounen, Vampire","Genres: Action, Drama, Fantasy, Military, Shounen, Vampire. Studio: Wit Studio. Rating: 7.49",https://cdn.myanimelist.net/images/anime/1879/148979.jpg
51009,Jujutsu Kaisen 2nd Season,"Action, Gore, School, Shounen, Supernatural","Genres: Action, Gore, School, Shounen, Supernatural. Studio: MAPPA. Rating: 8.69",https://cdn.myanimelist.net/images/anime/1792/138022.jpg
9756,Mahou Shoujo Madoka★Magica,"Award Winning, Drama, Mahou Shoujo, Psychological, Suspense","Genres: Award Winning, Drama, Mahou Shoujo, Psychological, Suspense. Studio: Shaft. Rating: 8.39",https://cdn.myanimelist.net/images/anime/11/55225.webp
42249,Tokyo Revengers,"Action, Delinquents, Drama, Shounen, Time Travel","Genres: Action, Delinquents, Drama, Shounen, Time Travel. Studio: LIDENFILMS. Rating: 7.81",https://cdn.myanimelist.net/images/anime/1839/122012.webp
164,Mononoke Hime,"Action, Adventure, Award Winning, Fantasy","Genres: Action, Adventure, Award Winning, Fantasy. Studio: Studio Ghibli. Rating: 8.67",https://cdn.myanimelist.net/images/anime/1355/147277.webp
37520,Dororo,"Action, Adventure, Fantasy, Historical, Mythology, Samurai, Shounen","Genres: Action, Adventure, Fantasy, Historical, Mythology, Samurai, Shounen. Studio: Tezuka Productions, MAPPA. Rating: 8.26",https://cdn.myanimelist.net/images/anime/1879/100467.webp
20899,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,"Action, Adventure, Shounen, Super Power","Genres: Action, Adventure, Shounen, Super Power. Studio: David Production. Rating: 8.11",https://cdn.myanimelist.net/images/anime/11/55267.webp
41587,Boku no Hero Academia 5th Season,"Action, School, Shounen, Super Power","Genres: Action, School, Shounen, Super Power. Studio: Bones. Rating: 7.35",https://cdn.myanimelist.net/images/anime/1911/113611.webp
205,Samurai Champloo,"Action, Adventure, Comedy, Historical, Samurai","Genres: Action, Adventure, Comedy, Historical, Samurai. Studio: Manglobe. Rating: 8.52",https://cdn.myanimelist.net/images/anime/1370/135212.jpg
48736,Sono Bisque Doll wa Koi wo Suru,"Otaku Culture, Romance, School, Seinen","Genres: Otaku Culture, Romance, School, Seinen. Studio: CloverWorks. Rating: 8.12",https://cdn.myanimelist.net/images/anime/1179/119897.webp
19,Monster,"Adult Cast, Drama, Mystery, Psychological, Seinen, Suspense","Genres: Adult Cast, Drama, Mystery, Psychological, Seinen, Suspense. Studio: Madhouse. Rating: 8.9",https://cdn.myanimelist.net/images/anime/10/18793.jpg
7054,Kaichou wa Maid-sama!,"Comedy, Romance, School, Shoujo","Genres: Comedy, Romance, School, Shoujo. Studio: J.C.Staff. Rating: 7.98",https://cdn.myanimelist.net/images/anime/6/25254.webp
32935,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,"School, Shounen, Sports, Team Sports","Genres: School, Shounen, Sports, Team Sports. Studio: Production I.G. Rating: 8.77",https://cdn.myanimelist.net/images/anime/7/81992.jpg
33206,Kobayashi-san Chi no Maid Dragon,"Slice of Life, Supernatural","Genres: Slice of Life, Supernatural. Studio: Kyoto Animation. Rating: 7.9",https://cdn.myanimelist.net/images/anime/5/85434.jpg
813,Dragon Ball Z,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen","Genres: Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen. Studio: Toei Animation. Rating: 8.21",https://cdn.myanimelist.net/images/anime/1277/142022.jpg
13759,Sakura-sou no Pet na Kanojo,"Drama, Romance, School","Genres: Drama, Romance, School. Studio: J.C.Staff. Rating: 8.04",https://cdn.myanimelist.net/images/anime/4/43643.jpg
11771,Kuroko no Basket,"School, Shounen, Sports, Team Sports","Genres: School, Shounen, Sports, Team Sports. Studio: Production I.G. Rating: 8.04",https://cdn.myanimelist.net/images/anime/11/50453.webp
